source,relation,target
detail:Taste,hasOpinion,"opinion:dessert was very disappointing, not fresh homemade"
review:Cv3WzzV9Rxx3YOXDWT5FJw,hasExtract,aspect:Cv3WzzV9Rxx3YOXDWT5FJw#11
aspect:Cv3WzzV9Rxx3YOXDWT5FJw#11,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Price
subcategory:Price,hasOpinion,opinion:overpriced for quality and taste
user:nIPqjIbzNDP3xWlC-kTCAQ,hasReview,review:0WeVHgHgchtbC9g7fNYAPA
business:H5nMeiXJmLpBALeV8A-FeQ,hasReview,review:0WeVHgHgchtbC9g7fNYAPA
review:0WeVHgHgchtbC9g7fNYAPA,hasExtract,aspect:0WeVHgHgchtbC9g7fNYAPA#1
aspect:0WeVHgHgchtbC9g7fNYAPA#1,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:best Gellato
review:0WeVHgHgchtbC9g7fNYAPA,hasExtract,aspect:0WeVHgHgchtbC9g7fNYAPA#2
aspect:0WeVHgHgchtbC9g7fNYAPA#2,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Price
subcategory:Price,hasOpinion,opinion:a bit pricey
review:0WeVHgHgchtbC9g7fNYAPA,hasExtract,aspect:0WeVHgHgchtbC9g7fNYAPA#3
aspect:0WeVHgHgchtbC9g7fNYAPA#3,hasCategory,category:Others
category:Others,hasSubcategory,subcategory:Overall Experience/Opinion
subcategory:Overall Experience/Opinion,hasOpinion,opinion:Truly an enjoyable experience
user:lSHooxEyrtkOl1u6isWtKg,hasReview,review:YIXh5GB297HGItFLIpwT-A
business:YjUWPpI6HXG530lwP-fb2A,hasReview,review:YIXh5GB297HGItFLIpwT-A
review:YIXh5GB297HGItFLIpwT-A,hasExtract,aspect:YIXh5GB297HGItFLIpwT-A#1
aspect:YIXh5GB297HGItFLIpwT-A#1,hasCategory,category:Worthiness
category:Worthiness,hasSubcategory,subcategory:Price
subcategory:Price,hasOpinion,opinion:rating is close to the money
review:YIXh5GB297HGItFLIpwT-A,hasExtract,aspect:YIXh5GB297HGItFLIpwT-A#2
aspect:YIXh5GB297HGItFLIpwT-A#2,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:everything was cold and some things were very hard
review:YIXh5GB297HGItFLIpwT-A,hasExtract,aspect:YIXh5GB297HGItFLIpwT-A#3
aspect:YIXh5GB297HGItFLIpwT-A#3,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Taste
detail:Taste,hasOpinion,opinion:waffles had a weird after taste
review:YIXh5GB297HGItFLIpwT-A,hasExtract,aspect:YIXh5GB297HGItFLIpwT-A#4
aspect:YIXh5GB297HGItFLIpwT-A#4,hasCategory,category:Food
category:Food,hasSubcategory,subcategory:Food item
subcategory:Food item,hasDetail,detail:Quality
detail:Quality,hasOpinion,opinion:hash browns had hard instances
review:YIXh5GB297HGItFLIpwT-A,hasExtract,aspect:YIXh5GB297HGItFLIpwT-A#5
aspect:YIXh5GB297HGItFLIpwT-A#5,hasCategory,category:Service
category:Service,hasSubcategory,subcategory:Dishes & bowls
subcategory:Dishes & bowls,hasOpinion,opinion:cup was dirty with some goo
